Protein,Gene_x,Protein_Description,chart,b_LnLM1,t12_LnLM1,b_LnLM2,t12_LnLM2,b_CFit,t12_CFit
Q5VWN6,TASOR2,Protein TASOR 2,1,0.363191237713275,1.9084909231955574,0.363191237713275,1.9084909231955574,0.5872423900391084,1.180342550737497
Q6P1N9,TATDN1,Deoxyribonuclease TATDN1,1,0.2742562964134595,2.527370162962385,0.2742562964134595,2.527370162962385,0.424217708422136,1.6339421169806505
Q93075,TATDN2,Putative deoxyribonuclease TATDN2,1,0.259476358220704,2.6713307729190956,0.25947635822070403,2.671330772919095,0.26008928084365,2.665035553605239
Q17R31,TATDN3,Putative deoxyribonuclease TATDN3,1,0.14219473223480306,4.87463332618656,0.14219473223480308,4.874633326186559,0.144062346222415,4.81143892721148
Q86VP1,TAX1BP1,Tax1-binding protein 1,1,0.495332187092,1.3993582460879013,0.495332187092,1.3993582460879013,0.9461268696904902,0.732615469198858
O14907,TAX1BP3,Tax1-binding protein 3,1,0.19365599150635945,3.5792705155584255,0.19365599150635945,3.5792705155584255,0.22495343406794543,3.0812918390505013
Q86TI0,TBC1D1,TBC1 domain family member 1,1,0.14207521278099255,4.878734066219027,0.14207521278099253,4.878734066219028,0.14506611492459096,4.778146715518374
Q9BXI6,TBC1D10A,TBC1 domain family member 10A,1,0.21296330092879467,3.2547729000110794,0.21296330092879467,3.2547729000110794,0.22910995927372743,3.025390876752821
Q4KMP7,TBC1D10B,TBC1 domain family member 10B,1,0.12093525698392488,5.7315558576278605,0.12093525698392488,5.7315558576278605,0.12720629324066082,5.4490006972263885
O60347,TBC1D12,TBC1 domain family member 12,1,0.3762023270996697,1.8424850954638177,0.3762023270996697,1.8424850954638177,0.4374908273307949,1.58436963076221
Q9NVG8,TBC1D13,TBC1 domain family member 13,1,0.1959898843023372,3.536647735812146,0.1959898843023372,3.536647735812146,0.2004133640605341,3.458587623680539
Q9P2M4,TBC1D14,TBC1 domain family member 14,1,0.24469276542174556,2.832724454951728,0.24469276542174556,2.832724454951728,0.26638806073296,2.602020445859204
Q8TC07,TBC1D15,TBC1 domain family member 15,1,0.17949607546536092,3.8616286108924345,0.17949607546536092,3.8616286108924345,0.19831794657883758,3.4951308871302658
Q8TBP0,TBC1D16,TBC1 domain family member 16,1,0.29517519031807243,2.348256910796024,0.29517519031807243,2.348256910796024,0.3576878220549388,1.9378551290277974
Q9HA65,TBC1D17,TBC1 domain family member 17,1,0.23016892636345027,3.011471580944098,0.23016892636345027,3.011471580944098,0.24758589588882027,2.799623048282228
Q8N5T2,TBC1D19,TBC1 domain family member 19,1,0.3218503840011656,2.1536316717814916,0.3218503840011656,2.1536316717814916,0.3882992769361235,1.7850849118989482
Q96BZ9,TBC1D20,TBC1 domain family member 20,1,0.305225467785117,2.2709349438950834,0.305225467785117,2.2709349438950834,0.29997037628784606,2.310718775426057
Q8WUA7,TBC1D22A,TBC1 domain family member 22A,1,0.25940602586097417,2.672055046752962,0.25940602586097417,2.672055046752962,0.25403773321733253,2.728520569686193
Q9NU19,TBC1D22B,TBC1 domain family member 22B,1,0.2234905311624045,3.101461063942141,0.22349053116240453,3.1014610639421405,0.2255154236302686,3.0736131897406564
Q9NUY8,TBC1D23,TBC1 domain family member 23,1,0.27723398840724517,2.500224393632937,0.27723398840724517,2.500224393632937,0.3126400774187671,2.217077177957279
Q9ULP9,TBC1D24,TBC1 domain family member 24,1,0.12600643822341226,5.500887020796347,0.12600643822341226,5.500887020796347,0.1314959866952374,5.271242096281028
Q3MII6,TBC1D25,TBC1 domain family member 25,1,0.41024846212351224,1.6895789857982737,0.41024846212351224,1.6895789857982737,0.6937803533203107,0.9990873584739965
Q9UPU7,TBC1D2B,TBC1 domain family member 2B,1,0.1477415130733411,4.691620967871478,0.1477415130733411,4.691620967871478,0.16293087964651715,4.254240706634288
Q96DN5,TBC1D31,TBC1 domain family member 31,0,,,,,,
Q96NH3,TBC1D32,Protein broad-minded,0,,,,,,
O60343,TBC1D4,TBC1 domain family member 4,1,0.13440340773499454,5.157214331400252,0.13440340773499454,5.157214331400252,0.1442190653385897,4.806210461374243
Q92609,TBC1D5,TBC1 domain family member 5,1,0.2612771831610627,2.652918912298052,0.2612771831610627,2.652918912298052,0.28939890367156357,2.3951271817760316
Q9P0N9,TBC1D7,TBC1 domain family member 7,1,0.2168928723007852,3.1958043305300263,0.2168928723007852,3.1958043305300263,0.25730056935704104,2.6939201195396705
Q6ZT07,TBC1D9,TBC1 domain family member 9,1,0.4277785450276629,1.62034115225466,0.4277785450276629,1.62034115225466,0.8900470882636857,0.7787758532103565
Q66K14,TBC1D9B,TBC1 domain family member 9B,1,0.18483994722499003,3.749985817277019,0.18483994722499003,3.749985817277019,0.19729952198823125,3.5131721231503588
O75347,TBCA,Tubulin-specific chaperone A,1,0.21240403440967734,3.263342819670872,0.2124040344096774,3.263342819670871,0.21801260789765572,3.1793903446416167
Q99426,TBCB,Tubulin-folding cofactor B,1,0.19495674960763285,3.5553895002607674,0.19495674960763285,3.5553895002607674,0.20513210549036615,3.3790282554892332
Q15814,TBCC,Tubulin-specific chaperone C,1,0.3220517839229211,2.152284865858222,0.3220517839229211,2.152284865858222,0.3676109914792943,1.8855453091069687
Q9NVR7,TBCCD1,TBCC domain-containing protein 1,1,0.10896123721915663,6.3614107020995,0.10896123721915663,6.3614107020995,0.11457855800575761,6.049536602870446
Q9BTW9,TBCD,Tubulin-specific chaperone D,1,0.11869535910674134,5.839715939833892,0.11869535910674132,5.8397159398338925,0.12029689622330121,5.76197061039123
Q15813,TBCE,Tubulin-specific chaperone E,1,0.13531915218704924,5.122313947118294,0.13531915218704924,5.122313947118294,0.13741586956601828,5.044156710203975
Q5QJ74,TBCEL,Tubulin-specific chaperone cofactor E-like protein,1,0.15821648194939752,4.381004886593516,0.15821648194939752,4.381004886593516,0.15609419107078082,4.44056999049784
Q8TEA7,TBCK,TBC domain-containing protein kinase-like protein,1,0.13248660874328902,5.231828236339063,0.13248660874328902,5.231828236339063,0.13861468910125935,5.0005319425677515
Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,1,0.20272884869940352,3.4190850735196063,0.20272884869940352,3.4190850735196063,0.26696445954612924,2.5964024639773267
A7MCY6,TBKBP1,TANK-binding kinase 1-binding protein 1,0,,,,,,
Q9BZK7,TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1,1,0.23788038241404802,2.913847596534768,0.23788038241404807,2.913847596534767,0.25088268758029697,2.7628338457515054
Q9BQ87,TBL1Y,F-box-like/WD repeat-containing protein TBL1Y,0,,,,,,
Q9Y4P3,TBL2,Transducin beta-like protein 2,1,0.1617103906768586,4.286349056845964,0.1617103906768586,4.286349056845964,0.16420598058107078,4.221205452487943
Q12788,TBL3,Transducin beta-like protein 3,1,0.14107542942538956,4.913309024705322,0.14107542942538956,4.913309024705322,0.1479441415588084,4.685195190945878
P20226,TBP,TATA-box-binding protein,1,0.21782359917796515,3.1821491480986577,0.21782359917796515,3.1821491480986577,0.25030473265132086,2.769213243464766
P62380,TBPL1,TATA box-binding protein-like 1,1,0.13277444089255425,5.2204865326517504,0.13277444089255425,5.2204865326517504,0.1389337837879471,4.9890470241412785
Q3YBR2,TBRG1,Transforming growth factor beta regulator 1,1,0.2258049895860117,3.069671674796706,0.22580498958601172,3.0696716747967057,0.2559877541016435,2.7077357000629085
Q969Z0,TBRG4,FAST kinase domain-containing protein 4,1,0.13808324181235881,5.019777718587041,0.13808324181235881,5.019777718587041,0.1411443471468074,4.910909962543434
Q9Y4C2,TCAF1,TRPM8 channel-associated factor 1,1,0.4001415700223433,1.732254863000715,0.4001415700223433,1.732254863000715,0.9713793379724547,0.7135700271396969
P23193,TCEA1,Transcription elongation factor A protein 1,1,0.2845598458650707,2.435857309567892,0.2845598458650707,2.435857309567892,0.29596031455410454,2.3420274492012374
Q15560,TCEA2,Transcription elongation factor A protein 2,1,0.32937839244214073,2.104409993080238,0.32937839244214073,2.104409993080238,0.4183036475629818,1.657043118314147
Q9H3H9,TCEAL2,Transcription elongation factor A protein-like 2,0,,,,,,
Q96EI5,TCEAL4,Transcription elongation factor A protein-like 4,1,0.42370323032905427,1.6359261174894437,0.42370323032905427,1.6359261174894437,0.6505138962450974,1.065537853320177
Q5H9L2,TCEAL5,Transcription elongation factor A protein-like 5,1,0.16576141039620765,4.181595577059613,0.16576141039620765,4.181595577059613,0.17374138376499199,3.9895341313588117
Q9BRU2,TCEAL7,Transcription elongation factor A protein-like 7,0,,,,,,
O14776,TCERG1,Transcription elongation regulator 1,1,0.09689222808865941,7.15379545122746,0.09689222808865941,7.15379545122746,0.09667549307671432,7.1698334138302915
Q99081,TCF12,Transcription factor 12,1,0.21188757417048584,3.2712969756415986,0.21188757417048587,3.271296975641598,0.22251241005910105,3.1150944811385575
Q9UGU0,TCF20,Transcription factor 20,1,0.44973520861104455,1.5412339689851071,0.44973520861104455,1.5412339689851071,0.4592648124224939,1.509253837462067
Q9BQ70,TCF25,Transcription factor 25,1,0.2992565250071443,2.316230800793391,0.2992565250071443,2.316230800793391,0.3555949420460172,1.949260516957088
Q13428,TCOF1,Treacle protein,1,0.09340477935188773,7.420896289992003,0.09340477935188775,7.420896289992001,0.09197627788234279,7.536151674311368
P17987,TCP1,T-complex protein 1 subunit alpha,1,0.09362462585704104,7.403470766530354,0.09362462585704104,7.403470766530354,0.09385891269957468,7.384990520597478
Q9NUJ3,TCP11L1,T-complex protein 11-like protein 1,1,0.18488286672698195,3.7491152794786626,0.18488286672698195,3.7491152794786626,0.1870911551519723,3.704863439412241
Q8N4U5,TCP11L2,T-complex protein 11-like protein 2,0,,,,,,
Q2MV58,TCTN1,Tectonic-1,1,0.12440857482558598,5.571538630128186,0.12440857482558598,5.571538630128186,0.1332338634203937,5.202485034700625
Q96GX1,TCTN2,Tectonic-2,1,0.16793498544251861,4.1274733715161345,0.16793498544251861,4.1274733715161345,0.1863920835435196,3.718758690725759
Q6NUS6,TCTN3,Tectonic-3,1,0.15552700799276212,4.4567640662913215,0.15552700799276212,4.4567640662913215,0.16377747324188305,4.232249813356418
Q13569,TDG,G/T mismatch-specific thymine DNA glycosylase,1,0.36876992037367506,1.8796196280260014,0.3687699203736751,1.8796196280260011,0.4562183987461511,1.5193319306388298
Q9NUW8,TDP1,Tyrosyl-DNA phosphodiesterase 1,1,0.11252856808963264,6.159744075014188,0.11252856808963264,6.159744075014188,0.11527576001119394,6.012948259830486
O95551,TDP2,Tyrosyl-DNA phosphodiesterase 2,1,0.2883784628071612,2.403602452876147,0.2883784628071612,2.403602452876147,0.34869696988349974,1.9878210607666793
Q9H7E2,TDRD3,Tudor domain-containing protein 3,1,0.1911761236951514,3.625699523363256,0.1911761236951514,3.625699523363256,0.19472420085648107,3.559635512746669
Q8NAT2,TDRD5,Tudor domain-containing protein 5,1,0.1647950694014695,4.206116014741424,0.16479506940146949,4.206116014741425,0.17035507433883287,4.068837886104228
Q8NHU6,TDRD7,Tudor domain-containing protein 7,1,0.40836041326853817,1.6973907314177663,0.4083604132685381,1.6973907314177665,0.46804357512792744,1.4809458293931108
Q9Y2W6,TDRKH,Tudor and KH domain-containing protein,1,0.23837164458109406,2.907842423028367,0.23837164458109406,2.907842423028367,0.26306473975314665,2.6348920087518275
Q86YL5,TDRP,Testis development-related protein,1,0.33654061065243,2.0596241838873017,0.33654061065242996,2.0596241838873017,0.3718208158894135,1.8641968145379475
P28347,TEAD1,Transcriptional enhancer factor TEF-1,1,0.26095537166955124,2.6561905053929302,0.2609553716695513,2.65619050539293,0.30663156908613654,2.2605212588702237
Q99594,TEAD3,Transcriptional enhancer factor TEF-5,0,,,,,,
Q7Z6L1,TECPR1,Tectonin beta-propeller repeat-containing protein 1,1,0.24846198324135252,2.7897514602329796,0.24846198324135252,2.7897514602329796,0.2655401876141352,2.610328729477209
O15040,TECPR2,Tectonin beta-propeller repeat-containing protein 2,1,0.26372094649979266,2.628335707723126,0.26372094649979266,2.628335707723126,0.2925023339409025,2.3697150420002786
Q9NZ01,TECR,Very-long-chain enoyl-CoA reductase,1,0.14873954583630178,4.660140493657296,0.14873954583630178,4.660140493657296,0.28092501063053393,2.467374403596825
O75443,TECTA,Alpha-tectorin,1,0.08039386977173174,8.621890979101384,0.08039386977173174,8.621890979101384,0.0843726299189399,8.21530846230441
Q86SX3,TEDC1,Tubulin epsilon and delta complex protein 1,0,,,,,,
Q7L2K0,TEDC2,Tubulin epsilon and delta complex protein 2,0,,,,,,
Q96QE5,TEFM,"Transcription elongation factor, mitochondrial",1,0.12070464762567726,5.742506143669761,0.12070464762567726,5.742506143669761,0.11921833906205934,5.814098619501201
Q9Y4R8,TELO2,Telomere length regulation protein TEL2 homolog,1,0.2200287933457059,3.1502567005895585,0.2200287933457059,3.1502567005895585,0.2613498744596126,2.6521810350709005
Q86WV5,TEN1,CST complex subunit TEN1,0,,,,,,
Q9UKZ4,TENM1,Teneurin-1,1,0.35622775205712065,1.945797812094101,0.3562277520571207,1.9457978120941009,0.43679612606992724,1.5868894873142223
Q9NT68,TENM2,Teneurin-2,1,0.19613688795792777,3.5339970353186616,0.19613688795792777,3.5339970353186616,0.21925373257532824,3.1613928411540413
Q9P273,TENM3,Teneurin-3,1,0.1685373039730729,4.1127226092965685,0.1685373039730729,4.1127226092965685,0.19974474689463878,3.470164754448166
Q6N022,TENM4,Teneurin-4,1,0.223021309630729,3.1079863251975093,0.223021309630729,3.1079863251975093,0.252936016440856,2.7404052230814817
Q6PIY7,TENT2,Poly(A) RNA polymerase GLD2,1,0.18841439520379966,3.678844070328056,0.18841439520379966,3.678844070328056,0.21861035067622128,3.1706969885728307
Q8NDF8,TENT4B,Terminal nucleotidyltransferase 4B,1,0.23057067719668484,3.006224334279361,0.2305706771966848,3.006224334279361,0.2913314370162665,2.379239218599136
Q99973,TEP1,Telomerase protein component 1,0,,,,,,
Q96N21,TEPSIN,AP-4 complex accessory subunit Tepsin,1,0.22420661343210826,3.0915554628357844,0.22420661343210824,3.091555462835785,0.23352694142399658,2.968167939567419
P54274,TERF1,Telomeric repeat-binding factor 1,1,0.22578839987397623,3.0698972176906576,0.22578839987397623,3.0698972176906576,0.3115326494298599,2.224958385031178
Q15554,TERF2,Telomeric repeat-binding factor 2,1,0.36685149685864765,1.8894489636688694,0.36685149685864765,1.8894489636688694,0.42529729289094076,1.6297944805815856
Q9NYB0,TERF2IP,Telomeric repeat-binding factor 2-interacting protein 1,1,0.49631640698490603,1.3965832497272759,0.4963164069849061,1.3965832497272757,1.3342818464655335,0.5194908275159916
O14746,TERT,Telomerase reverse transcriptase,1,0.062229039867160024,11.138644948397125,0.062229039867160024,11.138644948397125,0.061896036117949575,11.198571411569532
Q9UGI8,TES,Testin,1,0.2188589800878386,3.167094995516072,0.2188589800878386,3.167094995516072,0.2211550023914337,3.1342143431741514
Q15569,TESK1,Dual specificity testis-specific protein kinase 1,1,0.38477985736907944,1.8014123330137861,0.3847798573690795,1.801412333013786,0.6573136889569592,1.0545150545394049
Q6N021,TET2,Methylcytosine dioxygenase TET2,0,,,,,,
Q9NXF1,TEX10,Testis-expressed protein 10,1,0.08918636025701496,7.7718967178664045,0.08918636025701496,7.7718967178664045,0.0980478086996535,7.069481610580807
Q8IWB9,TEX2,Testis-expressed protein 2,1,0.3575177332746251,1.9387770620807456,0.35751773327462505,1.9387770620807458,0.3656384642008324,1.8957173504022373
Q9Y6I9,TEX264,Testis-expressed protein 264,1,0.2350148286199926,2.949376363313356,0.2350148286199926,2.949376363313356,0.26351950130620583,2.630344916122615
Q5JUR7,TEX30,Testis-expressed protein 30,1,0.10355131831098917,6.693755249723233,0.10355131831098918,6.693755249723232,0.10917214271505432,6.349121335550773
Q00059,TFAM,"Transcription factor A, mitochondrial",1,0.06997838350613737,9.905161363139428,0.06997838350613737,9.905161363139428,0.07163019357663018,9.676745879772257
Q01664,TFAP4,Transcription factor AP-4,0,,,,,,
Q8WVM0,TFB1M,"Dimethyladenosine transferase 1, mitochondrial",1,0.1269605647642357,5.459547079418806,0.1269605647642357,5.459547079418806,0.1300624698383042,5.329340442494113
Q9H5Q4,TFB2M,"Dimethyladenosine transferase 2, mitochondrial",1,0.12618228055548558,5.493221215439601,0.12618228055548558,5.493221215439601,0.13608860479803792,5.0933520965154235
Q12800,TFCP2,Alpha-globin transcription factor CP2,1,0.16595639776231033,4.176682489533785,0.16595639776231033,4.176682489533785,0.17388895104277025,3.986148495366199
Q14186,TFDP1,Transcription factor Dp-1,1,0.287762711176725,2.408745656188441,0.287762711176725,2.408745656188441,0.38738278753838123,1.789308154253677
Q14188,TFDP2,Transcription factor Dp-2,0,,,,,,
P19532,TFE3,Transcription factor E3,0,,,,,,
Q92734,TFG,Protein TFG,1,0.19531548586849168,3.5488593107596693,0.19531548586849168,3.5488593107596693,0.202561633033954,3.421907545757976
Q9UBB9,TFIP11,Tuftelin-interacting protein 11,1,0.21916028393675085,3.16274084021531,0.21916028393675085,3.16274084021531,0.2366852144551263,2.9285613896737965
P48307,TFPI2,Tissue factor pathway inhibitor 2,0,,,,,,
P0C1Z6,TFPT,TCF3 fusion partner,1,0.2989714230121533,2.318439580533985,0.2989714230121533,2.318439580533985,0.3042820033874597,2.277976261636878
P02786,TFRC,Transferrin receptor protein 1,1,0.2694389598169896,2.5725573652405354,0.2694389598169896,2.5725573652405354,0.2753440143687022,2.517386049408648
P01137,TGFB1,Transforming growth factor beta-1 proprotein,0,,,,,,
O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,1,0.46981297067836414,1.4753683355295797,0.46981297067836414,1.4753683355295797,0.6921980395590376,1.0013711986262086
P61812,TGFB2,Transforming growth factor beta-2 proprotein,1,0.3823265354670478,1.812971678027006,0.3823265354670478,1.812971678027006,0.5602474146805313,1.2372162055494662
Q15582,TGFBI,Transforming growth factor-beta-induced protein ig-h3,1,0.4371812851236544,1.5854914291765538,0.4371812851236544,1.5854914291765538,0.5539794986456007,1.2512144984689675
P36897,TGFBR1,TGF-beta receptor type-1,1,0.24668710798285684,2.8098232867852766,0.24668710798285687,2.8098232867852766,0.40220815486361616,1.723354368075861
Q8WUH2,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,1,0.15038821131514366,4.609052627851471,0.15038821131514366,4.609052627851471,0.14732361141589814,4.704929331410251
P22735,TGM1,Protein-glutamine gamma-glutamyltransferase K,0,,,,,,
Q08188,TGM3,Protein-glutamine gamma-glutamyltransferase E,0,,,,,,
O43493,TGOLN2,Trans-Golgi network integral membrane protein 2,1,0.365460792059512,1.896638970910654,0.365460792059512,1.896638970910654,0.47683422014265736,1.453643952719191
Q96RS0,TGS1,Trimethylguanosine synthase,1,0.17985743946234228,3.8538699462863932,0.17985743946234228,3.8538699462863932,0.20133991496314202,3.4426714677357206
Q6YHU6,THADA,Thyroid adenoma-associated protein,1,0.18882114194154662,3.6709193336756907,0.18882114194154662,3.6709193336756907,0.2038734243893309,3.399889822011638
Q96EK4,THAP11,THAP domain-containing protein 11,1,0.31584537137255236,2.194577611024574,0.31584537137255236,2.194577611024574,0.5248365738980133,1.320691459080057
O43422,THAP12,52 kDa repressor of the inhibitor of the protein kinase,1,0.13543055274371202,5.1181005062546925,0.13543055274371202,5.1181005062546925,0.12794094243434756,5.417712011271383
Q9H5L6,THAP9,DNA transposase THAP9,0,,,,,,
P07996,THBS1,Thrombospondin-1,1,0.3526524721911805,1.9655248019477238,0.3526524721911805,1.9655248019477238,0.3880959547063068,1.7860201121768642
P35442,THBS2,Thrombospondin-2,1,0.605199149973871,1.1453208098356902,0.605199149973871,1.1453208098356902,0.5169810412434003,1.3407593804462243
P35443,THBS4,Thrombospondin-4,1,0.0878166478462297,7.893118190683758,0.08781664784622971,7.893118190683757,0.09453444921449575,7.332217898548451
Q5T1C6,THEM4,Acyl-coenzyme A thioesterase THEM4,1,0.07535050615630805,9.198971790873866,0.07535050615630805,9.198971790873866,0.07581861390667928,9.14217689884307
Q8WUY1,THEM6,Protein THEM6,1,0.11576821432613607,5.9873704072799105,0.11576821432613606,5.987370407279911,0.1629579813463433,4.253533179738908
Q5TEJ8,THEMIS2,Protein THEMIS2,1,0.08805657129210041,7.87161219644408,0.08805657129210041,7.87161219644408,0.08860931436079106,7.8225092425120675
Q9NWX6,THG1L,Probable tRNA(His) guanylyltransferase,1,0.0939211488727143,7.380096909795323,0.0939211488727143,7.380096909795323,0.09740771918156399,7.11593687218923
Q8IYQ7,THNSL1,Threonine synthase-like 1,1,0.06936238603637533,9.993127690221643,0.06936238603637533,9.993127690221643,0.0701273826059335,9.884115944479836
Q96FV9,THOC1,THO complex subunit 1,1,0.08443017229449465,8.209709416939596,0.08443017229449463,8.209709416939598,0.08999591639638742,7.701984804587971
Q8NI27,THOC2,THO complex subunit 2,1,0.12184473077666708,5.6887743617771696,0.12184473077666708,5.6887743617771696,0.12481443083031873,5.553421795451336
Q96J01,THOC3,THO complex subunit 3,1,0.28843788347159743,2.4031072902675756,0.28843788347159743,2.4031072902675756,0.35476846076872137,1.9538015838781617
Q13769,THOC5,THO complex subunit 5 homolog,1,0.1110101655617209,6.243997358733423,0.1110101655617209,6.243997358733423,0.11208222076517631,6.184274150064883
Q86W42,THOC6,THO complex subunit 6 homolog,1,0.12445701559161644,5.569370093481789,0.12445701559161644,5.569370093481789,0.12760297626875608,5.432061232647472
Q6I9Y2,THOC7,THO complex subunit 7 homolog,1,0.10277096774079515,6.7445816245320716,0.10277096774079515,6.7445816245320716,0.10416833539644009,6.654106335884036
P52888,THOP1,Thimet oligopeptidase,1,0.08159000173352376,8.495491675852538,0.08159000173352376,8.495491675852538,0.0812128929502624,8.534940147797132
Q9Y2W1,THRAP3,Thyroid hormone receptor-associated protein 3,1,0.15969681220018692,4.340394595297589,0.15969681220018692,4.340394595297589,0.1594903479312232,4.346013345327018
Q9UPZ6,THSD7A,Thrombospondin type-1 domain-containing protein 7A,1,0.09942645435515152,6.971456289530571,0.09942645435515152,6.971456289530571,0.10797467803873508,6.41953459042762
Q9BU02,THTPA,Thiamine-triphosphatase,1,0.19438227917107986,3.565896971245471,0.19438227917107986,3.565896971245471,0.1989660892979665,3.4837453105986613
Q9NXG2,THUMPD1,THUMP domain-containing protein 1,1,0.16037257830560014,4.322105361672924,0.16037257830560014,4.322105361672924,0.15034565905398753,4.610357125848532
Q9BTF0,THUMPD2,THUMP domain-containing protein 2,1,0.3000825104921966,2.3098553108711415,0.3000825104921966,2.3098553108711415,0.3094507214775753,2.239927498796202
Q9BV44,THUMPD3,tRNA (guanine(6)-N2)-methyltransferase THUMP3,1,0.17040432047928383,4.067662008864451,0.17040432047928383,4.067662008864451,0.17702044151955232,3.915633554011815
P04216,THY1,Thy-1 membrane glycoprotein,1,0.23204765896532809,2.987089736869586,0.23204765896532806,2.9870897368695863,0.2535580789959331,2.7336820948665688
Q9P016,THYN1,Thymocyte nuclear protein 1,1,0.13090032991785874,5.2952286750912085,0.13090032991785874,5.2952286750912085,0.13506796154773426,5.131840094551073
P31483,TIA1,Cytotoxic granule associated RNA binding protein TIA1,1,0.14899112885977162,4.6522714866623085,0.14899112885977162,4.6522714866623085,0.14922703019048272,4.644917074843404
Q01085,TIAL1,Nucleolysin TIAR,1,0.19574849273015554,3.541009030988897,0.19574849273015554,3.541009030988897,0.1995658199962737,3.473276037814931
Q13009,TIAM1,Rho guanine nucleotide exchange factor TIAM1,1,0.2155972755063121,3.215008997363938,0.21559727550631216,3.2150089973639377,0.27154472733805535,2.55260776872689
P35590,TIE1,Tyrosine-protein kinase receptor Tie-1,0,,,,,,
Q96CG3,TIFA,TRAF-interacting protein with FHA domain-containing protein A,0,,,,,,
Q9NQ88,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",1,0.159441676298554,4.347340022078227,0.15944167629855396,4.347340022078228,0.16383242470348663,4.23083026338921
Q96MW7,TIGD1,Tigger transposable element-derived protein 1,1,0.3304288585105644,2.097719865281634,0.33042885851056436,2.0977198652816345,0.46730378690204066,1.4832903134706406
Q4W5G0,TIGD2,Tigger transposable element-derived protein 2,1,0.1530089107420441,4.530109894896997,0.15300891074204406,4.530109894896998,0.1806906948936091,3.836097818806172
Q6NT04,TIGD7,Tigger transposable element-derived protein 7,0,,,,,,
Q9UNS1,TIMELESS,Protein timeless homolog,1,0.05249738993152131,13.203459857034815,0.05249738993152131,13.203459857034815,0.0557856070031635,12.425197426293815
P62072,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,1,0.11496966611591714,6.028957062996825,0.11496966611591714,6.028957062996825,0.1152968910361469,6.01184623740319
Q9Y5J6,TIMM10B,Mitochondrial import inner membrane translocase subunit Tim10 B,1,0.1293630194119972,5.3581555510265275,0.1293630194119972,5.3581555510265275,0.13851248680621478,5.004221615988236
Q9Y5L4,TIMM13,Mitochondrial import inner membrane translocase subunit Tim13,1,0.2942925758566722,2.355299580841364,0.2942925758566722,2.355299580841364,0.3149418899856849,2.200873248685499
Q99595,TIMM17A,Mitochondrial import inner membrane translocase subunit Tim17-A,0,,,,,,
O60830,TIMM17B,Mitochondrial import inner membrane translocase subunit Tim17-B,1,0.10119550190568853,6.84958488773483,0.10119550190568853,6.84958488773483,0.10291293497511769,6.735277550169321
Q9BVV7,TIMM21,Mitochondrial import inner membrane translocase subunit Tim21,1,0.09876695691322004,7.018006853941725,0.09876695691322004,7.018006853941725,0.10016348055004787,6.920158692105414
Q9Y584,TIMM22,Mitochondrial import inner membrane translocase subunit Tim22,1,0.22383609351233416,3.0966729703123166,0.22383609351233416,3.0966729703123166,0.23748575217863097,2.918689539061598
O14925,TIMM23,Mitochondrial import inner membrane translocase subunit Tim23,1,0.21738641929209762,3.188548681270553,0.21738641929209762,3.188548681270553,0.23694765574881085,2.925317738930295
Q9BSF4,TIMM29,Mitochondrial import inner membrane translocase subunit Tim29,1,0.09369721743330613,7.397734954651443,0.09369721743330613,7.397734954651443,0.09613682017781192,7.210007354912718
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,1,0.09527991193583783,7.274851188220194,0.09527991193583785,7.274851188220193,0.09721906755838039,7.129745202953196
Q3ZCQ8,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50,1,0.10874692018623279,6.373947688568165,0.10874692018623279,6.373947688568165,0.11087616976349897,6.251543339190394
O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,1,0.14514604769394343,4.775515362440479,0.14514604769394343,4.775515362440479,0.1675752308370605,4.136334332332907
Q9Y5J9,TIMM8B,Mitochondrial import inner membrane translocase subunit Tim8 B,1,0.4507659195052569,1.537709819146746,0.4507659195052569,1.537709819146746,0.6545785993780826,1.058921237600048
Q9Y5J7,TIMM9,Mitochondrial import inner membrane translocase subunit Tim9,1,0.08280577655771482,8.370758772811321,0.0828057765577148,8.370758772811321,0.08426763843937782,8.225544151905902
Q9NPL8,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial",1,0.17315449759970766,4.00305617335068,0.17315449759970766,4.00305617335068,0.19076182624518587,3.633573834992774
P01033,TIMP1,Metalloproteinase inhibitor 1,1,0.18185423419523422,3.8115537074369112,0.18185423419523425,3.8115537074369104,0.2326926341964162,2.978810149937358
P16035,TIMP2,Metalloproteinase inhibitor 2,0,,,,,,
P35625,TIMP3,Metalloproteinase inhibitor 3,1,0.11996848011019916,5.777744120149249,0.11996848011019916,5.777744120149249,0.11998907873494881,5.7767522500200235
Q9BSI4,TINF2,TERF1-interacting nuclear factor 2,1,0.2727723866195594,2.541119316181701,0.27277238661955944,2.5411193161817005,0.4097706762424489,1.6915490071569472
Q9BVW5,TIPIN,TIMELESS-interacting protein,0,,,,,,
